NaviAddr	StreetAddr
701787	Præstetoften 7
701788	Randersvej 7
701789	Randkløvevej 7
701790	Rantzausgavevej 7
701791	Ranunkelvej 7
701792	Ravnsøvej 7
701793	Regenburgsgade 7
701794	Reginehøjvej 7
701795	Regnersgade 7
701796	Reinettevej 7
701797	Resedavej 7
701798	Revelhøjvej 7
701799	Reventlowsvej 7
701800	Revlingebakken 7
701801	Reykjaviksgade 7
701802	Ribesvej 7
701803	Rigelvej 7
701804	Risskov Haveforening 7
701805	Ringkøbingvej 7
701806	Risbøgevej 7
701807	Risdalsvej 7
701808	Risdalsvej 7A
701809	Rishøjvej 7
701810	Rislundvej 7
701811	Ristrupvej 7
701812	Risvang 7
701813	Risvang Alle 7
701814	Risvangsvej 7
701815	Roald Amundsens Vej 7
701816	Rokhøj 7
701817	Rolfsgade 7
701818	Rolsøvej 7
701819	Rosenbakken 7
701820	Rosendalvej 7
701821	Rosenhaven 7
701822	Rosenholms Alle 7
701823	Rosenhøj 7A
701824	Rosenhøj 7B
701825	Rosenhøj 7C
701826	Rosenkrantzgade 7
701827	Rosensgade 7
701828	Rosenvangs Alle 7
701829	Rosenvej 7
701830	Roukær Alle 7
701831	Rouloen 7
701832	Rudolfgårdsvej 7
701833	Rudolph Wulffs Gade 7
701834	Rugbakkevej 7
701835	Rugbjergvej 7
701836	Rughavevej 7
701837	Rugmarken 7
701838	Rugmarksvej 7
701839	Rugvænget 7
701840	Rundbjergvej 7
701841	Rundhøj Alle 7
701842	Runegårdsvej 7
701843	Runehøjen 7
701844	Runestenen 7
701845	Rungstedvej 7
701846	Rydersvej 7
701847	Rydevænget 7
701848	Ryesgade 7
701849	Ryesgade 7B
701850	Ryhaven 7
701851	Ryhavevej 7
701852	Rylevej 7
701853	Rypevej 7
701854	Ryslingevej 7
701855	Ryvangs Alle 7
701856	Ryvej 7
701857	Rætebølvej 7
701858	Rødegevej 7
701859	Rødkløvervej 7
701860	Rødkærvej 7
701861	Rødlundvænget 7
701862	Rødtjørnvej 7
701863	Røgelvej 7
701864	Røllikevej 7
701865	Rømøvænget 7
701866	Rønbjergvej 7
701867	Rønne Alle 7
701868	Rønnehaven 7
701869	Rønnevangen 7
701870	Rønnevej 7
701871	Rønnevænget 7
701872	Rørdamsvej 7
701873	Rørdrumvej 7
701874	Rørmosevej 7
701875	Rørsangervej 7
701876	Rørvangen 7
701877	Rørvej 7
701878	Rådmand Liisbergs Gade 7
701879	Rågevænget 7
701880	Råhøj Alle 7A
701881	Råhøj Alle 7B
701882	Råhøjen 7
701883	Råhøjparken 7
701884	Råhøjtoften 7
701885	Råhøjvej 7
701886	Råhøjvænget 7
701887	Sabro Skolevej 7
701888	Sabro Skovvej 7
701889	Sabro Vænge 7
701890	Sadelmagertoften 7
701891	Safirvej 7
701892	Salonikivej 7
701893	Salamandervænget 7
701894	Saltholmsgade 7
701895	Samosvej 7
701896	Sandagervej 7
701897	Sandbakken 7
701898	Sandbjergvej 7
701899	Sandgravvej 7
701900	Sandgravvej 7A
701901	Sandkåsvej 7
701902	Sandvigsvej 7
701903	Sandøgade 7
701904	Saralyst Alle 7
701905	Saralystparken 7
701906	Saralystvej 7
701907	Sastrupvej 7
701908	Saturnvej 7
701909	Schleppegrellsgade 7
701910	Sejrs Alle 7
701911	Sejrøgade 7
701912	Selmersvej 7
701913	Septembervej 7
701914	Sigridsvej 7
701915	Sindalsvej 7
701916	Sintrupvej 7
701917	Siriusvej 7
701918	Sivagervej 7
701919	Sivsangervej 7
701920	Siøvænget 7
701921	Sjællandsgade 7
701922	Skaarups Alle 7
701923	Skagenvej 7
701924	Skanderborgvej 7
701925	Skavholmvej 7
701926	Skejbygårdsvej 7
701927	Skelagervej 7
701928	Skejbytoften 7
701929	Skelbækvej 7
701930	Skeltoften 7
701931	Skjoldsgade 7
701932	Skjærsøvej 7
701933	Skodshøjen 7
701934	Skolebakken 7
701935	Skolegade 7
701936	Skolegade 7B
701937	Skolelodden 7
701938	Skoleparken 7
701939	Skolesvinget 7
701940	Skolevangs Alle 7
701941	Skolevej 7
701942	Skolevænget 7
701943	Skovager 7
701944	Skovagervej 7
701945	Skovbakkevej 7A
701946	Skovbakkevej 7C
701947	Skovbakkevej 7D
701948	Skovbakkevej 7E
701949	Skovdalsvej 7
701950	Skovfaldet 7
701951	Skovfyrvej 7
701952	Skovhøj 7
701953	Skovhusvej 7
701954	Skovkanten 7
701955	Skovlunden, Haveforening 7
701956	Skovlundvej 7
701957	Skovlundvej 7A
701958	Skovparken 7
701959	Skovvangsvej 7A
701960	Skovvangsvej 7B
701961	Skovvejen 7
701962	Skovvejen 7B
701963	Skovvænget 7
701964	Skrydstrupvej 7
701965	Skrænten 7
701966	Skt.Anna Gade 7
701967	Skt.Clemens Stræde 7
701968	Skt.Clemens Stræde 7H
701969	Skt.Knuds Torv 7
701970	Skt.Nicolaus Gade 7
701971	Skt.Pauls Gade 7
701972	Skt.Pauls Gade 7A
701973	Skt.Pauls Gade 7B
701974	Skt.Pauls Kirkeplads 7
701975	Skæring Egager 7
701976	Skæring Kirkevej 7
701977	Skæring Højsagervej 7
701978	Skæring Parkvej 7
701979	Skæring Sandager 7
701980	Skæringvej 7
701981	Skødstrupbakken 7
701982	Skådehøjen 7
701983	Skåde Skovvej 7
701984	Skådevej 7
701985	Skåde Søpark 7
701986	Slet Møllevej 7
701987	Slet Møllevej 7A
701988	Slet Parkvej 7
701989	Sletholmsvej 7
701990	Sletterhagevej 7
701991	Sletvej 7
701992	Slotslyngen 7
701993	Slugten 7
701994	Slåenbakken 7
701995	Slåenvej 7
701996	Smedebakken 7
701997	Smedegade 7
701998	Smedegårds Alle 7
701999	Smedestien 7
702002	Smedetoften 7
702003	Smelleagervej 7
702004	Smoven 7
702005	Snebærvej 7
702006	Sneppevej 7
702007	Snåstrupvej 7
702008	Sofienlystvej 7
702009	Sofienlystvej 7A
702010	Sofienlystvej 7B
702011	Sofienlystvej 7C
702012	Solagervej 7
702013	Solbakken 7
702014	Solbakkevej 7
702015	Solbjerg Have 7
702016	Solbrinken 7
702017	Solbærhaven 7
702018	Soldalen 7
702019	Solklintvej 7
702020	Solklintvej 7A
702021	Solmarksvej 7
702022	Solsikkevej 7
702023	Solsortevej 7A
702024	Solsortevej 7B
702025	Solsortevænget 7
702026	Soltoften 7
702027	Solvangen, Haveforening 7
702028	Solvangsvej 7
702029	Solvejen 7
702030	Solvænget 7
702031	Sommervej 7
702032	Sophus Bauditz Vej 7
702033	Sophus Bauditz Vej 7B
702034	Sortevej 7
702035	Spangsvej 7
702036	Spergelbakken 7
702037	Spicavej 7
702038	Spiræavej 7
702039	Spobjergvej 7
702040	Spættevej 7
702041	Spørring Kirkevej 7
702042	Spørringgård 7
702043	Spørringvej 7A
702044	Spørringvej 7B
702045	St.Blichers Vej 7
702046	St.St.Blichers Gade 7
702047	Stadion Alle 7
702048	Staghøjvej 7A
702049	Staghøjvej 7B
702050	Staghøjvej 7C
702051	Staghøjvej 7D
702052	Stampesvej 7
702053	Starupvej 7E
702054	Starupvej 7A
702055	Starupvej 7B
702056	Starupvej 7C
702057	Starupvej 7D
702058	Starupvej 7
702059	Stationspladsen 7
702060	Stationsstien 7
702061	Stationsvangen 7A
702062	Stationsvangen 7B
702063	Stationsvej 7
702064	Stavneagervej 7
702065	Stavnsbakken 7
702066	Stavtrupvej 7A
702067	Steen Billes Gade 7
702068	Steen Billes Gade 7B
702069	Steinmannsgade 7
702070	Stejlagervej 7
702071	Stenaldervej 7
702072	Stenbækvej 7
702073	Stendalsvej 7
702074	Stendyssevej 7
702075	Stenhøjgårdsvej 7
702076	Stenhøjsvej 7
702077	Stenkelbjergvej 7
702078	Stenkløvervej 7
702079	Stenrosevej 7
702080	Stensagervej 7
702081	Stensagervej 7A
702082	Stenvendervej 7
702083	Stillingvej 7
702084	Stockholmsgade 7
702085	Stokbrovej 7
702086	Stokrosevej 7
702087	Store Torv 7
702088	Store Torv 7B
702089	Storhøjvej 7
702090	Storringvej 7
702091	Storringvej 7A
702092	Storringvej 7B
702093	Strandbakkevej 7
702094	Strandbyvej 7
702095	Strandhusvej 7
702096	Strandlodsvej 7
702097	Strandmarksvej 7
702098	Strandparken 7
702099	Strandrylevej 7
702100	Strandskadevej 7
702101	Strandtoften 7
702102	Strandvangsvej 7
702103	Strandvænget 7
702104	Strynøvænget 7
702105	Stubagervej 7
702106	Studsgade 7
702107	Studsgade 7B
702108	Studstrup Strandvej 7
702109	Studstrupvej 7
702110	Ståhøjgårdsvej 7
702111	Stålhøjen 7
702112	Svalevej 7
702113	Svanekevej 7
702114	Svanlevvej 7
702115	Sveavej 7A
702116	Sveavej 7B
702117	Sveavej 7C
702118	Sveavej 7D
702119	Sveavej 7E
702120	Sveavej 7F
702121	Sveavej 7G
702122	Sveavej 7H
702123	Svendgårdsvej 7
702124	Svinbovej 7
702125	Svingelstien 7
702126	Svinget 7
702127	Sydbakken 7
702128	Sydhavnsgade 7
702129	Sydskrænten 7
702130	Sydtoften 7
702131	Syrenvej 7
702132	Syrenvænget 7
702133	Sæterstien 7
702134	Sødalsvej 7
702135	Søgade 7
702136	Søgårdsparken 7
702137	Søholm, Haveforening 7
702138	Søholmvej 7
702139	Søhøjen 7
702140	Sølyst, Haveforening 7
702141	Sølystgade 7
702142	Søkjærvej 7
702143	Sønderbro 7
702144	Søndergade 7
702145	Sønderholmvej 7
702146	Sønderhøj 7
702147	Sønderholmvænget 7
702148	Søndermarksvej 7
702149	Sønderport 7
702150	Sønderskovvej 7A
702151	Sønderskovvej 7B
702152	Søndervangen 7
702153	Søndervangs Alle 7
702154	Søndre Ringgade 7
702155	Søparkvej 7
702156	Søren Frichs Vej 7
702157	Søren Lofts Vej 7
702158	Søren Nymarks Vej 7
702159	Søskrænten 7
702160	Søsterhøjvej 7
702161	Søsterhøjvænget 7
702162	Søsvinget 7
702163	Søtoften 7
702164	Søvang, Haveforening 7
702165	Søvangsvej 7
702166	Søvej 7
702167	Tage-Hansens Gade 7
702168	Tagmosevej 7
702169	Tamperdalsvej 7
702170	Tandervej 7
702171	Tandrupvej 7
702172	Tarskovvej 7
702173	Teglbakken 7
702174	Teglbækvej 7
702175	Teglgårdsvej 7
702176	Teglvangen 7
702177	Teglværksgade 7
702178	Telefontorvet 7
702179	Ternevej 7
702180	Terosevej 7
702181	Terpvej 7
702182	Themsvej 7A
702183	Themsvej 7B
702184	Themsvej 7C
702185	Thingvallagade 7
702186	Thornbæks Alle 7
702187	Thorshavnsgade 7
702188	Thorvaldsensgade 7
702189	Thomas Thaarups Parken 7
702190	Thulevej 7
702191	Thunøgade 7A
702192	Thunøgade 7B
702193	Thyrasgade 7
702194	Tietgens Plads 7
702195	Tiliavej 7
702196	Tilst Bypark 7
702197	Tilst Parkvej 7
702198	Tilst Skolevej 7
702199	Tilst Vestervej 7
702200	Tilst Østervej 7A
702201	Tilst Østervej 7B
702202	Tilst Østervej 7C
702203	Tilst Østervej 7D
702204	Tilst Østervej 7E
702205	Tilst Østervej 7F
702206	Timianvej 7
702207	Tingskov Alle 7A
702208	Tingskov Alle 7B
702209	Tingskoven 7
702210	Tingskoven 7A
702211	Tingskoven 7B
702212	Tingskovparken 7
702213	Tingstedet 7
702214	Tingvej 7
702215	Tirstrupvej 7
702216	Tirstrupvej 7B
702217	Tjalfesvej 7
702218	Tjelevej 7
702219	Tjørneagervej 7
702220	Tjørnebakken 7A
702221	Tjørnebakken 7B
702222	Tjørnegade 7
702223	Tjørnevænget 7
702224	Todderupparken 7
702225	Toftagervej 7
702226	Toftebakken 7
702227	Toftedalen 7
702228	Tofteledet 7A
702229	Tofteledet 7B
702230	Tofteledet 7C
702231	Tofteledet 7D
702232	Toften 7
702233	Toftestien 7
702234	Toftesvinget 7
702235	Toftevangen 7
702236	Toftevej 7
702237	Toftevænget 7
702238	Tokkerbakken 7
702239	Tomsagervej 7
702240	Tongavej 7
702241	Topasvej 7
702242	Topkærvej 7
702243	Tordenskjoldsgade 7
702244	Tornagervej 7
702245	Tornballevej 7
702246	Tornebakken 7
702247	Torpevænget 7A
702248	Torpevænget 7B
702249	Torpevænget 7C
702250	Torpevænget 7D
702251	Torrildvej 7
702252	Torsøvej 7
702253	Tousparken 7
702254	Tousvej 7
702255	Tovhøjvej 7
702256	Tranbjerg Stationsvej 7
702257	Tranbjerg Tværvej 7
702258	Tranbjergvej 7
702259	Tranebærkæret 7
702260	Tranebærvej 7
702261	Tranekærparken 7
702262	Tranevej 7
702263	Trankær Vænge 7
702264	Trepkasgade 7
702265	Tretommerparken 7
702266	Trige Parkvej 7
702267	Trillegårdsvej 7
702268	Trindballevej 7
702269	Trindsøvej 7A
702270	Trindsøvej 7B
702271	Trindsøvej 7C
702272	Trindsøvej 7D
702273	Trolddalsvej 7
702274	Tromsøgade 7A
702275	Tromsøgade 7B
702276	Tronkærgårdsvej 7
702277	True Byvej 7
702278	True Møllevej 7
702279	Truevej 7
702280	Trygsvej 7
702281	Tulipanvej 7A
702282	Tulipanvej 7B
702283	Tulstrupvej 7
702284	Tværskiftet 7
702285	Tværskiftet 7A
702286	Tyrrestrupvej 7
702287	Tyttebærvej 7
702288	Tålforhøj 7
702289	Tålforvej 7
702290	Tålforvænget 7
702291	Tåstrup Byvej 7
702292	Tåstumvænget 7
702293	Udsigten 7
702294	Uffesvej 7
702295	Uglevej 7
702296	Ulmusvej 7
702297	Under Lindene 7A
702298	Under Lindene 7B
702299	Under Rønnene 7
702300	Uppsalagade 7
702301	Uraniavej 7
702302	Urmagertoften 7
702303	Uveavej 7
702304	Viggo Stuckenbergs Vej 7
702305	Vagtelvej 7A
702306	Vagtelvej 7B
702307	Vagtelvej 7C
702308	Valbyvej 7
702309	Valdemar Poulsens Vej 7
702310	Valdemar Poulsens Vej 7A
702311	Valdemar Poulsens Vej 7B
702312	Valdemarsgade 7
702313	Valmuevej 7
702314	Valnøddevej 7
702315	Vandvejen 7
702316	Vandværksvej 7
702317	Vanløsevej 7
702318	Vardøgade 7
702319	Ved Gadekæret 7
702320	Ved Lunden 7
702321	Ved Milepælen 7
702322	Ved Smedien 7A
702323	Ved Smedien 7C
702324	Ved Smedien 7D
702325	Ved Smedien 7F
702326	Ved Smedien 7B
702327	Ved Smedien 7E
702328	Ved Smedien 7G
702329	Vedbendvej 7
702330	Vejlbjergvej 7
702331	Veilgårdsparken 7
702332	Vegavej 7
702333	Vegavej 7A
702334	Vejlby Toften 7A
702335	Vejlby Toften 7B
702336	Vejlby Toften 7C
702337	Vejlby Toften 7D
702338	Vejlby Toften 7E
702339	Vejlby Toften 7F
702340	Vejlby Toften 7G
702341	Vejlby Toften 7H
702342	Vejlby Toften 7K
702343	Vejlby Toften 7L
702344	Vejlby Toften 7M
702345	Vejlby Toften 7N
702346	Vejlby Toften 7P
702347	Vejlby Toften 7R
702348	Vejlby Toften 7S
702349	Vejlby Toften 7T
702350	Vejlby Vænge 7
702351	Vejlbygade 7A
702352	Vejlbygade 7
702353	Vejlegade 7
702354	Vennelyst Boulevard 7
702355	Venøvej 7
702356	Vermundsgade 7A
702357	Vermundsgade 7B
702358	Vesborgvej 7
702359	Vester Alle 7
702360	Vester Kringelvej 7
702361	Vester Søgårdsvej 7
702362	Vesterbro Torv 7
702363	Vesterbrogade 7
702364	Vesterengvej 7
702365	Vestergade 7
702366	Vestergårdsparken 7
702367	Vesterled, Haveforening 7
702368	Vesterløkken 7
702369	Vestermarken 7B
702370	Vestermarken 7C
702371	Vestermarken 7
702372	Vestermarken 7D
702373	Vestermarken 7E
702374	Vestermarken 7F
702375	Vestermarken 7G
702376	Vestermarken 7H
702377	Vestermarken 7K
702378	Vestermarken 7L
702379	Vestermarken 7M
702380	Vestermarken 7N
702381	Vestermarken 7A
702382	Vestermøllevej 7C
702383	Vestermøllevej 7A
702384	Vestermøllevej 7B
702385	Vestervang 7
702386	Vestervangsparken 7
702387	Vestervej 7
702388	Vestre Kongevej 7
702389	Vestre Skovvej 7A
702390	Vestre Skovvej 7B
702391	Vesttoften 7
702392	Viaduktvej 7
702393	Viaduktvej 7A
702394	Vibeengen 7
702395	Vibevej 7
702396	Vibevænget 7
702397	Viby Ringvej 7
702398	Vidtskuevej 7
702399	Viemosevej 7
702400	Viengevej 7
702401	Viengevej 7A
702402	Vigevej 7
702403	Vikærsvej 7A
702404	Vikærsvej 7B
702405	Vikærsvej 7C
702406	Vikærsvej 7D
702407	Vikærsvej 7E
702408	Vikærsvej 7F
702409	Vikærsvej 7G
702410	Vilh.Bergsøes Vej 7
702411	Vilhelm Becks Vej 7
702412	Vilhelm Kyhns Alle 7
702413	Vilhelmsborgvænget 7
702414	Villadsensvej 7
702415	Vinkelvej 7
702416	Vinrosevej 7
702417	Vintergækvej 7
702418	Vintervej 7
702419	Violskrænten 7
702420	Violvej 7
702421	Virup Skovvej 7
702422	Virupvej 7
702423	Visbjerg Hegn 7
702424	Visbygade 7
702425	Visselbjergvej 7
702426	Vistoftparken 7
702427	Vistoftvej 7
702428	Voldbjergvej 7A
702429	Voldbjergvej 7B
702430	Voldbækvej 7
702431	Voldbækvej 7A
702432	Volden 7
702433	Voldgårdsvej 7
702434	Volshøjvej 7
702435	Vorbjergbakken 7
702436	Vorrevej 7
702437	Vosnæsparken 7
702438	Vosnæsvej 7
702439	Værkmestergade 7
702440	Vølundsvej 7
702441	Vågøgade 7
702442	Vårgyvelvej 7
702443	Vårkjærvej 7
702444	Vårvej 7
702445	Willemoesgade 7
702446	Ydunsvej 7
702447	Yrsavej 7
702448	Ystadgade 7
702449	Æblehaven 7
702450	Æblehegnet 7
702451	Æblerosevej 7
702452	Æblevænget 7
702453	Ærøgade 7
702454	Ønsbækvej 7
702455	Ørbyvej 7
702456	Ørbækvej 7
702457	Ørebrogade 7
702458	Ørnebakken 7
702459	Ørnedalen 7
702460	Ørnehøjen 7
702461	Ørnelunden 7
702462	Ørneredevej 7A
702463	Ørneredevej 7B
702464	Ørnevej 7
702465	Ørnsøvej 7
702466	Ørvadsvej 7
702467	Ørvadsvej 7A
702468	Ørvadsvej 7B
702469	Øsselbjergvej 7
702470	Østbanetorvet 7
702471	Østboulevarden 7
702472	Østboulevarden 7A
702473	Østboulevarden 7B
702474	Øster Alle 7
702475	Øster Alle 7A
702476	Øster Kringelvej 7
702477	Østerbyvej 7
702478	Østergårds Alle 7
702479	Østergårdsparken 7
702480	Østergårdstoften 7
702481	Østerlarsvej 7
702482	Østerløkken 7
702483	Østermarksvej 7
702484	Østermøllevej 7
702485	Østervang 7
702486	Østervænget 7
702487	Østerøgade 7
702488	Østre Havevej 7
702489	Østre Strandalle 7
702490	Østrevej 7
702491	Øvlevej 7
702492	Åbakken 7
702493	Åbenrågade 7
702494	Åboulevarden 7
702495	Åbovej 7
702496	Åbrinken, Haveforening 7
702497	Åbrinkvej 7
702498	Åbrovej 7
702499	Åbyhøjgård 7
702500	Åbyhøjgård 7A
702501	Åbyhøjgård 7B
702502	Åbyhøjgård 7C
702503	Åbyhøjgård 7D
702504	Åbyhøjgård 7E
702505	Åbyhøjgård 7F
702506	Åbyhøjgård 7G
702507	Åbyhøjgård 7H
702508	Åbyhøjgård 7K
702509	Åbyhøjgård 7L
702510	Åbyhøjgård 7M
702511	Åbyhøjgård 7N
702512	Åbyhøjgård 7P
702513	Åbyhøjgård 7R
702514	Åbyhøjgård 7S
702515	Åbyhøjgård 7T
702516	Åbyhøjgård 7U
702517	Åbyhøjgård 7V
702518	Åbyhøjvej 7
702519	Åbyvænget 7
702520	Ådalsvej 7
702521	Ågade 7
702522	Aage Bergs Vej 7
702523	Åhavevej 7
702524	Åhusene 7
702525	Åkandevej 7
702526	Åkirkebyvej 7
702527	Åkrogs Strandvej 7A
702528	Åkrogs Strandvej 7B
702529	Ålesundsvej 7
702530	Ålundsvej 7
702531	Ålykkevej 7
702532	Åmarksvej 7
702533	Åmindevej 7
702534	Åparken 7
702535	Årslev Markvej 7
702536	Årslev Møllevej 7
702537	Åskrænten 7
702538	Åstrup Strandvej 7
702539	Åstrupgårdvej 7
702540	Åstrupvej 7
702541	Åtoften 7
702542	Åvænget 7
600439	A.Hertzums Vej 6
600440	Abildgade 6
600441	Abildhaven 6
600442	Abildhøjvej 6
600443	Abildvej 6
600444	Absalonsgade 6
600445	Acervej 6
600446	Adelvej 6
600447	Adolph Meyers Vej 6
600448	Agatvej 6
600449	Agerledet 6
600450	Agernvej 6
600451	Agernvænget 6
600452	Agertoften 6
600453	Agrivej 6
600454	Ahornvej 6
600455	Ahornvænget 6
600456	Ajstrupvej 6
600457	Ajstrup Strandvej 6
600458	Akacievej 6
600459	Akelejevej 6
600460	Albert Naurs Vej 6
600461	Aldersrovej 6
600462	Allegårdsvej 6
600463	Allingevej 6
600464	Almindingen 6
600465	Alphavej 6
600466	Alstrup Alle 6
600467	Alsvej 6
600468	Altanstien 6
600469	Amaliegade 6
600470	Ametystvej 6
600471	Amtoftvej 6
600472	Anelystparken 6
600473	Anemonevej 6
600474	Anholtsgade 6
600475	Anker Jensens Vej 6A
600476	Anker Jensens Vej 6B
600477	Anker Jensens Vej 6C
600478	Anker Jensens Vej 6D
600479	Anker Jensens Vej 6E
600480	Anker Jensens Vej 6F
600481	Anker Jensens Vej 6G
600482	Anker Jensens Vej 6H
600483	Anker Jensens Vej 6K
600484	Anker Jensens Vej 6L
600485	Anker Jensens Vej 6M
600486	Anker Jensens Vej 6N
600487	Anker Jensens Vej 6P
600488	Anker Jensens Vej 6R
600489	Ankersgade 6
600490	Annettevej 6
600491	Anton Mejers Vej 6
600492	Aprilvej 6
600493	Araliavej 6
600494	Arendalsvej 6A
600495	Arendalsvej 6B
600496	Argosvej 6
600497	Arnagervej 6
600498	Arnakvej 6
600499	Arnakvænge 6
600500	Arnegårdsvej 6
600501	Arresøvej 6
600502	Asger Jorns Vej 6
600503	Askehøjvej 6
600504	Askvej 6
600505	Askøvænget 6
600506	Asmusvænget 6
600507	Astervej 6
600508	Atlasvej 6
600509	Atlasvej 6A
600510	Attikavej 6
600511	Augustvej 6
600512	Aurikelvej 6
600513	Avnbøgevej 6
600514	Avnbølvej 6
600515	Axel Gruhns Vej 6
600516	Axel Kiers Vej 6
600517	B.S.Ingemanns Vej 6
600518	Bakholmsvej 6
600519	Bakke Alle 6
600520	Bakkedraget 6
600521	Bakkedraget 6A
600522	Bakkefaldet 6
600523	Bakkegårdsvej 6B
600524	Bakkegårdsvej 6A
600525	Bakkehældet 6
600526	Bakkekammen 6
600527	Bakkelodden 6
600528	Bakketoften 6
600529	Bakketoppen 6
600530	Bakkevej 6
600531	Bakkevænget 6
600532	Balagervej 6
600533	Baldrianvej 6
600534	Balsgårdsvej 6
600535	Balshøje 6
600536	Balshøje 6A
600537	Balskildevej 6
600538	Balskærvej 6
600539	Banegårdsgade 6
600540	Banegårdsgade 6B
600541	Banegårdspladsen 6
600542	Baneleddet 6
600543	Banetoften 6
600544	Banevej 6
600545	Banevolden 6
600546	Bangsboparken 6
600547	Bartholins Alle 6
600548	Barthsgade 6
600549	Battrupvej 6
600550	Baunevej 6
600551	Baunevej 6A
600552	Bavnegårdsvej 6
600553	Bavnebakken 6
600554	Beder Landevej 6
600555	Begoniavej 6
600556	Bekkasinvej 6
600557	Bellisvej 6
600558	Berberisvej 6
600559	Bergensgade 6
600560	Bernstorffsvej 6
600561	Betulavej 6
600562	Bildbjerg Parkvej 6
600563	Bildbjergvej 6
600564	Birgittevej 6
600565	Birkebakken 6
600566	Birkedalsvej 6
600567	Birkedalsvej 6A
600568	Birkegårdsvej 6
600569	Birkehaven 6
600570	Birkemosevej 6
600571	Birkeparken 6
600572	Birkesvinget 6
600573	Birkevangen 6
600574	Birkevej 6A
600575	Birkevej 6B
600576	Birkevænget 6
600577	Birksøvej 6
600578	Bispelundvej 6
600579	Bispevænget 6
600580	Bissensgade 6
600581	Bjarkesvej 6
600582	Bjergagervej 6
600583	Bjergfyrvej 6
600584	Bjerringsvej 6
600585	Bjødstrup Mose, Haveforening 6
600586	Bjødstrupvej 6A
600587	Bjødstrupvej 6B
600588	Bjødstrupvej 6C
600589	Bjødstrupvej 6D
600590	Bjørnholt 6
600591	Bjørnkærvej 6
600592	Bjørnshøjvej 6
600593	Bjørnøvænget 6
600594	Blegdammen 6
600595	Blishønevej 6
600596	Blommevej 6
600597	Blomsterhaven 6
600598	Blomstervangen 6
600599	Blomstervej 6
600600	Blomstervænget 6
600601	Blykobbevej 6
600602	Blåbærhaven 6
600603	Blåbærvej 6
600604	Blåhøjtoften 6
600605	Blåhøjvænget 6
600606	Blåklokkevej 6
600607	Blåmejsevej 6A
600608	Blåmejsevej 6B
600609	Blåmunkevej 6
600610	Bodøvej 6
600611	Bogenhøjvej 6
600612	Bogensegade 6
600613	Bogøvænget 6
600614	Bondehaven 6
600615	Borggade 6
600616	Borgvej 6
600617	Borneovej 6
600618	Borrevænget 6
600619	Borum Byvej 6
600620	Borum Landevej 6
600621	Borumtoften 6
600622	Brabrand Haveforening Af 1967 6
600623	Brabrand Skovvej 6
600624	Bragesvej 6
600625	Brammersgade 6
600626	Bredevej 6
600627	Bredkildegade 6
600628	Bredkær Grønnevej 6
600629	Bredkær Parkvej 6
600630	Bredkær Vænge 6
600631	Bredkær Tværvej 6
600632	Bredskiftevej 6A
600633	Bredskiftevej 6B
600634	Bremsagervej 6
600635	Brendstrupvej 6
600636	Broagervej 6
600637	Brobjergvej 6
600638	Brohaven 6A
600639	Brohaven 6B
600640	Brombærhaven 6
600641	Bronzealdertoften 6
600642	Brorsonsvej 6
600643	Brovej 6
600644	Brovænget 6
600645	Brunbakkevej 6
600646	Brunbjergvej 6
600647	Brunevej 6
600648	Brushøjvej 6
600649	Brushøjvej 6B
600650	Brushøjvej 6C
600651	Bryggervej 6
600652	Buen 6
600653	Buggesgårdvej 6
600654	Bugthusene 6
600655	Bunsensvej 6
600656	Bushøjvænget 6
600657	Byagervej 6A
600658	Byagervej 6B
600659	Byagervænget 6
600660	Bygaden 6
600661	Bygbjerg 6
600662	Bygholms Alle 6
600663	Bygmarken 6
600664	Bygmarksvej 6
600665	Bygvangen 6
600666	Bygvænget 6
600667	Byhøjvej 6
600668	Byleddet 6
600669	Byløkken 6
600670	Bymandsvej 6
600671	Bymosevej 6A
600672	Bymosevej 6B
600673	Bynkevej 6
600674	Bynksmindevej 6
600675	Bysmedetoften 6
600676	Bysmedevej 6
600677	Bysvinget 6
600678	Byvangs Alle 6
600679	Byvej 6
600680	Byvænget 6A
600681	Byvænget 6B
600682	Byvænget 6C
600683	Byvænget 6D
600684	Byvænget 6E
600685	Byvænget 6F
600686	Bülowsgade 6
600687	Bækhusvej 6A
600688	Bækhusvej 6B
600689	Bækhusvej 6C
600690	Bækhusvej 6D
600691	Bækhusvej 6E
600692	Bækhusvej 6F
600693	Bækhusvej 6G
600694	Bækhusvej 6H
600695	Bækkelundsvej 6
600696	Bækvangen 6
600697	Bækvej 6
600698	Bærmosehøjen 6
600699	Bævervej 6
600700	Bøgebakken 6
600701	Bøgebjergvej 6
600702	Bøgegade 6
600703	Bøgehaven 6
600704	Bøgekildevej 6
600705	Bøgeskov Høvej 6
600706	Bøgeskovvej 6
600707	Bøgevangen 6
600708	Bøgevej 6
600709	Bøgevænget 6
600710	Børup Tværvej 6
600711	C.A.Thyregods Vej 6
600712	C.F.Aagaards Vej 6
600713	C.F.Aagaards Vej 6A
600714	Capellavej 6
600715	Carinavej 6
600716	Carit Etlars Vej 6
600717	Carl Bertelsens Gade 6
600718	Carl Holst-Knudsens Vej 6
600719	Carl Nielsens Vej 6
600720	Carsten Hauchs Vej 6
600721	Castenschioldsvej 6
600722	Charlottehøj, Haveforening 6
600723	Chr.Kiers Plads 6
600724	Chr.Molbechs Vej 6
